item_a,item_b,co_occurrence
Cornea & Refractive,Ocular Physiology,1
Neuro-ophthalmology,Strabismus,1
Neuro-ophthalmology,Strabismus Diagnosis,1
Strabismus,Strabismus Diagnosis,1
Eyelid Anatomy & Disorders,Eyelid Disorders,1
Neuro-ophthalmology,Orbital Disorders,1
Drug Side Effects,Rheumatoid Arthritis Drugs,1
Drug Side Effects,Toxicology,1
Rheumatoid Arthritis Drugs,Toxicology,1
Esophageal Disorders,Motility Disorders,1
Esophageal Motility Disorders,Motility Disorders,1
Chronic Liver Disease,Liver Cirrhosis,1
Chronic Liver Disease,Prognostic Scores,1
Liver Cirrhosis,Prognostic Scores,1
Emergency Medicine,Vascular,1
Rheumatology,SLE,1
Biliary system,Choledocholithiasis,1
Biliary system,Cholelithiasis,1
Choledocholithiasis,Cholelithiasis,1
Arrhythmias,Supraventricular Tachycardia,1
Cardiology,Supraventricular Tachycardia,1
Drug toxicity,Lithium Toxicity,1
Drug toxicity,Psychopharmacology,1
Lithium Toxicity,Psychopharmacology,1
Electrolyte imbalance,Lithium Side Effects,1
Electrolyte imbalance,Psychopharmacology,1
Lithium Side Effects,Psychopharmacology,1
Antineoplastic Drugs,Genetics & Molecular Biology,1
Acid-Base Balance,Nephrology,1
Acid-Base Disorders,Nephrology,1
Adverse Drug Reactions,Antiarrhythmic Drugs,1
Adverse Drug Reactions,Cardiovascular Drugs,1
Antiarrhythmic Drugs,Cardiovascular Drugs,1
Hepatology,Jaundice,1
Functional Bowel Disorders,Irritable Bowel Syndrome,1
Environmental Emergencies,Frostbite,1
Environmental Emergencies,Trauma,1
Frostbite,Trauma,1
Brainstem,Brainstem Syndromes,1
Brainstem Syndromes,Neuroanatomy,1
Cardiology,Pleural Effusion,1
Cardiology,Pulmonary Hypertension Drugs,1
Pulmonary Hypertension Drugs,Pulmonology,1
Esophageal Disorders,Esophageal Motility,1
Esophageal Motility,Gastroenterology,1
Abdominal Aortic Aneurysm,Aortic Aneurysms,1
Aortic Aneurysms,Vascular,1
Gynecologic Oncology,Lung Cancer Staging,1
Lung Cancer Staging,Pulmonology,1
ATLS,Trauma,1
Endocrinology,MEN Syndromes,1
Endocrinology,Men Syndromes,1
Gastroenterology,MEN Syndromes,1
Gastroenterology,Men Syndromes,1
MEN Syndromes,Men Syndromes,1
Gynecologic Oncology,Penile Carcinoma,1
Penile Carcinoma,Urology,1
Infections of Bone & Joint,Nephrology,1
Infections of Bone & Joint,Post-Transplant Complications,1
Infections of Bone & Joint,Post-transplant complications,1
Nephrology,Post-Transplant Complications,1
Nephrology,Post-transplant complications,1
Post-Transplant Complications,Post-transplant complications,1
Diverticular Disease,Diverticular disease,1
Diverticular Disease,Peritonitis,1
Diverticular Disease,Surgical classification,1
Diverticular disease,Peritonitis,1
Diverticular disease,Surgical classification,1
Peritonitis,Surgical classification,1
Malabsorption,Small Bowel Surgery Complications,1
Malabsorption,Small bowel resection,1
Malabsorption,Small bowel surgery complications,1
Small Bowel Surgery Complications,Small bowel resection,1
Small Bowel Surgery Complications,Small bowel surgery complications,1
Small bowel resection,Small bowel surgery complications,1
Abdomen,Esophageal Disorders,1
Abdomen,Esophageal disorders,1
Abdomen,Pneumomediastinum,1
Esophageal Disorders,Pneumomediastinum,1
Esophageal disorders,Pneumomediastinum,1
Graft types,Immunology,1
Graft types,Transplantation,1
Breast & Endocrine Surgery,Goitre,1
Goitre,Thyroid disorders,1
Acute Liver Failure,Acute liver failure,1
Acute Liver Failure,Liver failure,1
Acute Liver Failure,Liver transplantation,1
Acute liver failure,Liver failure,1
Acute liver failure,Liver transplantation,1
Liver failure,Liver transplantation,1
Cardiac risk assessment,Preoperative Evaluation,1
Cardiac risk assessment,Preoperative assessment,1
Cardiac risk assessment,Preoperative evaluation,1
Preoperative Evaluation,Preoperative assessment,1
Preoperative Evaluation,Preoperative evaluation,1
Preoperative assessment,Preoperative evaluation,1
Breast & Endocrine Surgery,Parathyroid Gland,1
Breast & Endocrine Surgery,Flaps,1
Flaps,Reconstructive Surgery,1
Claudication,Peripheral Artery Disease,1
Claudication,Vascular,1
Endocrine,Pancreatic Neoplasms,1
Endocrinology,Pancreatic Neoplasms,1
Melanoma,Skin Cancer,1
Skin Cancer,Skin Neoplasms,1
Elbow Injuries,Fractures,1
STIs,Vaginitis,1
Metabolic Bone Diseases,Osteoporosis,1
Metabolic Bone Diseases,Pharmacotherapy,1
Osteoporosis,Pharmacotherapy,1
Endocrine,Pituitary Gland Physiology,1
Pituitary Gland Physiology,Pituitary Hormones,1
Perineal Tears,Postpartum Complications,1
Postpartum Complications,Trauma,1
Endocrine,Hypopituitarism,1
Endocrine,Pituitary Disorders,1
Hypopituitarism,Pituitary Disorders,1
Gametogenesis,Reproductive,1
Antenatal Care,Gravida Para,1
Gravida Para,Obstetric History,1
Autacoids,Obstetric Complications,1
Autacoids,Prostaglandins,1
Obstetric Complications,Prostaglandins,1
Estrogen Effects,Puberty,1
Estrogen Effects,Reproductive,1
Puberty,Reproductive,1
Fetal Anomalies,Fetal Medicine,1
Fetal Anomalies,Oligohydramnios,1
Fetal Medicine,Oligohydramnios,1
Endoscopic Procedures,Endoscopic procedures,1
Endoscopic Procedures,Hysteroscopy,1
Endoscopic Procedures,Surgical procedures,1
Endoscopic procedures,Hysteroscopy,1
Endoscopic procedures,Surgical procedures,1
Hysteroscopy,Surgical procedures,1
Congenital anomalies,Reproductive,1
Congenital anomalies,Uterine anomalies,1
Reproductive,Uterine anomalies,1
Gastrointestinal,Neonatal GI disorders,1
Neonatal GI disorders,Neonatal Gi Disorders,1
Neonatal GI disorders,Neonatology,1
Infectious Diseases,Pelvic Inflammatory Disease,1
Infectious Diseases,Pelvic inflammatory disease,1
Infectious Diseases,Pelvic masses,1
Pelvic Inflammatory Disease,Pelvic inflammatory disease,1
Pelvic Inflammatory Disease,Pelvic masses,1
Pelvic inflammatory disease,Pelvic masses,1
Genetic disorders,Neonatal Skin Conditions,1
Genetic disorders,Neonatal skin conditions,1
Genetic disorders,Neonatology,1
Neonatal Skin Conditions,Neonatal skin conditions,1
Neonatal skin conditions,Neonatology,1
Basic Life Support,Oxygen therapy,1
Basic life support,Oxygen therapy,1
Basic life support,Resuscitation,1
Oxygen therapy,Resuscitation,1
Gynecologic Oncology,Radiation Effects,1
Gynecologic Oncology,Radiation biology,1
Gynecologic Oncology,Radiation effects,1
Radiation Effects,Radiation biology,1
Radiation Effects,Radiation effects,1
Radiation biology,Radiation effects,1
Epidemiology,Substance Dependence,1
Epidemiology,Substance abuse,1
Epidemiology,Substance dependence,1
Substance Dependence,Substance abuse,1
Substance Dependence,Substance dependence,1
Substance abuse,Substance dependence,1
Depressive Disorders,Psychotic Disorders,1
Mood Disorders,Psychotic Disorders,1
Articulations,Gross Anatomy,1
Articulations,Joints & Arthritis,1
Gross Anatomy,Joints & Arthritis,1
Gross Anatomy,Musculoskeletal System,1
Musculoskeletal System,Upper Limb,1
Cartilage,Connective Tissue,1
Gross Anatomy,Hand Anatomy,1
HIV,Mycology,1
Cardiology,Connective Tissue Disorders,1
Autoimmune Diseases,Nephrology,1
Autoimmune Diseases,Renal,1
HIV,Parasitology,1
Infectious Diseases,Lymph Node Pathology,1
Inflammation & Healing,Lymph Node Pathology,1
Molecular Pathology,Sarcomas,1
Chronic Lung Disease,Genetic Disorders,1
Chronic Lung Disease,Pulmonology,1
Dose-Response,General Pharmacology,1
Dose-Response,Pharmacodynamics,1
Musculoskeletal Imaging,Paediatric Imaging,1
Musculoskeletal Imaging,Skeletal Radiology,1
Paediatric Imaging,Skeletal Radiology,1
Burns & Plastic,Injuries & Trauma,1
Bacteriology,Gram Stain,1
Interventional Radiology,Pharynx And Esophagus Anatomy,1
Interventional Radiology,Pharynx and Esophagus Anatomy,1
Neuroanatomy,Pharynx And Esophagus Anatomy,1
Neuroanatomy,Pharynx and Esophagus Anatomy,1
Pharynx And Esophagus Anatomy,Pharynx and Esophagus Anatomy,1
Infections of Bone & Joint,Oral and Maxillofacial Surgery,1
Infectious Diseases,Oral and Maxillofacial Surgery,1
Cranial Nerves,Ocular Motility Disorders,1
Colorectal Polyps,Gastrointestinal,1
Colorectal Polyps,Neoplasia,1
Esophageal Disorders,Esophageal Imaging,1
Urethral Imaging,Urethral Pathology,1
Urethral Imaging,Urogenital Radiology,1
Urethral Pathology,Urogenital Radiology,1
Laparoscopic Instrumentation,Laparoscopic Surgery,1
Laparoscopic Instrumentation,Surgical Instruments,1
Laparoscopic Surgery,Surgical Instruments,1
Fetal Anomalies,Teratogenicity,1
Fetal Anomalies,Teratogens,1
Teratogenicity,Teratogens,1
Gynecologic Oncology,Uterine Pathology,1
Interventional Radiology,Uterine Pathology,1
Immunology,Primary Immunodeficiency,1
Neonatology,Primary Immunodeficiency,1
Fractures,Inflammatory Arthritis,1
General Medicine,Inflammatory Arthritis,1
Fractures,Hand And Wrist Conditions,1
Fractures,Hand and Wrist Conditions,1
Hand And Wrist Conditions,Hand and Wrist Conditions,1
Hand And Wrist Conditions,Neuroanatomy,1
Hand and Wrist Conditions,Neuroanatomy,1
Fractures,Metabolic Bone Diseases,1
General Medicine,Metabolic Bone Diseases,1
Bullous Skin Diseases,Dermatology,1
Bullous Skin Diseases,General Medicine,1
Pulmonology,Regional Anaesthesia,1
Congenital Heart Disease Imaging,Neonatology,1
Congenital Heart Disease Imaging,General Medicine,1
Interventional Radiology,Paediatric Chest Radiology,1
Neonatology,Paediatric Chest Radiology,1
Dermatology,Neck Masses,1
General Surgery,Neck Masses,1
Abdominal Imaging,General Surgery,1
General Medicine,Medical Signs,1
Interventional Radiology,Medical Signs,1
General Surgery,Lower Limb,1
COVID-19,Oxygen Delivery Systems,1
COVID-19,Pulmonology,1
Carbohydrate Metabolism,Hematopathology,1
Hematopathology,Metabolic Pathways,1
Gynecologic Oncology,Human Papillomavirus,1
Human Papillomavirus,Virology,1
Middle Ear Disorders,Neonatology,1
Middle Ear Disorders,Otology,1
Ear Anatomy,Ear Ossicles,1
Ear Ossicles,Head and Neck Anatomy,1
Heme Metabolism,Heme Synthesis,1
Heme Metabolism,Toxicology,1
Clinical Features of Poisoning,Heavy Metal Poisoning,1
Clinical Features of Poisoning,Toxicology,1
Pulmonology,Systemic Diseases,1
Sarcoidosis,Systemic Diseases,1
Cardiology,Infective Endocarditis,1
Gastroenterology,Paracetamol Poisoning,1
Gastroenterology,Paracetamol poisoning,1
Gastroenterology,Toxicology,1
Paracetamol Poisoning,Paracetamol poisoning,1
Paracetamol Poisoning,Toxicology,1
Paracetamol poisoning,Toxicology,1
Atrial Fibrillation,CNS Physiology,1
Ascites Complications,Ascites complications,1
Ascites Complications,Gastroenterology,1
Ascites Complications,Infectious Diseases,1
Ascites complications,Gastroenterology,1
Ascites complications,Infectious Diseases,1
Biochemistry,Jaundice,1
Neonatology,Rheumatic Fever,1
Arrhythmias,Endocrine Pharmacology,1
Endocrine Pharmacology,Preeclampsia Complications,1
Obstetric Complications,Preeclampsia Complications,1
General Surgery,Vesicovaginal Fistula,1
Gynecologic Oncology,Vesicovaginal Fistula,1
Demography & Family Planning,Gynecologic Oncology,1
Placenta,Preeclampsia,1
Antenatal Care,Doppler,1
Doppler,Preeclampsia,1
Antenatal Care,Placental Abnormalities,1
Antenatal Care,Placental abnormalities,1
Placental Abnormalities,Placental abnormalities,1
Labor & Delivery,Placental complications,1
Placental complications,Postpartum Hemorrhage,1
Placental complications,Postpartum hemorrhage,1
Emergency Medicine,Pediatric Orthopedics,1
Emergency Medicine,Postpartum Complications,1
Emergency Medicine,Postpartum complications,1
Pediatric Orthopedics,Postpartum Complications,1
Pediatric Orthopedics,Postpartum complications,1
Instrumental delivery,Labor & Delivery,1
Identification,Pelvic Anatomy,1
Identification,Pelvic anatomy,1
Puerperium,Uterine Involution,1
Antenatal Care,Cerclage,1
Cerclage,Cervical Insufficiency,1
Labor & Delivery,Malposition,1
Breech Presentation,Management Of Breech Presentation,1
Breech Presentation,Management of Breech Presentation,1
Breech Presentation,Previous Cesarean Section,1
Management Of Breech Presentation,Management of Breech Presentation,1
Management Of Breech Presentation,Previous Cesarean Section,1
Management of Breech Presentation,Previous Cesarean Section,1
Antepartum Hemorrhage,Placenta Previa,1
Abortion,Antenatal Care,1
Endocrinology,Fetal Physiology,1
Fetal Physiology,Reproductive,1
Growth & Development,Metabolic Disorders,1
Growth & Development,Neurology,1
Genetic Bone Disorders,Genetics & Molecular Biology,1
Genetic Bone Disorders,Neonatology,1
Neonatology,Osteomyelitis,1
Aging,Biochemistry,1
Aging,Genetics & Molecular Biology,1
Cranial Nerves,Headache Syndromes,1
Monitoring,Neuromuscular Blockade Monitoring,1
Neuromuscular Blockade,Neuromuscular Blockade Monitoring,1
Genetics & Molecular Biology,Mutations,1
Enzyme Deficiencies,Glycogen Storage Diseases,1
Enzyme Assays,Vitamins & Nutrition,1
Conjunctival Disorders,Vitamins & Nutrition,1
Bacteriology,Mycology,1
Nail Disorders,Psoriasis,1
Hair Disorders,Post-viral complications,1
Diabetes complications,Infectious Diseases,1
Diabetes complications,Post-COVID complications,1
Infectious Diseases,Post-COVID complications,1
Airway Management,First Aid,1
Genetics & Molecular Biology,Hemoglobinopathies,1
Head and Neck,Neck Masses,1
Head and Neck,Neck masses,1
Head and Neck,Otology,1
Neck Masses,Otology,1
Neck masses,Otology,1
Allergy,Drug Hypersensitivity,1
Allergy,Drug hypersensitivity,1
Allergy,Pulmonology,1
Drug Hypersensitivity,Drug hypersensitivity,1
Drug Hypersensitivity,Pulmonology,1
Drug hypersensitivity,Pulmonology,1
Ear Anatomy,Hearing Physiology,1
Ear Anatomy,Inner Ear Anatomy,1
Ear Anatomy,Inner ear anatomy,1
Hearing Physiology,Inner Ear Anatomy,1
Hearing Physiology,Inner ear anatomy,1
Inner Ear Anatomy,Inner ear anatomy,1
Nasal Cavity,Neoplasia,1
Anemia,Hemolytic Anemia,1
Anemia,Hemolytic anemia,1
Inflammation & Healing,Innate Immunity,1
Inflammation & Healing,Innate immunity,1
Ballistics,Gunshot Wounds,1
Ballistics,Gunshot wounds,1
Gunshot Wounds,Gunshot wounds,1
Gunshot wounds,Thanatology,1
Genitourinary Pathology,Urology,1
Thanatology,Wounds,1
Thanatology,Wounds And Injuries,1
Thanatology,Wounds and Injuries,1
Wounds,Wounds And Injuries,1
Wounds,Wounds and Injuries,1
Wounds And Injuries,Wounds and Injuries,1
Asphyxia,Post-mortem Findings,1
Asphyxial Deaths,Post-mortem Findings,1
Diabetes Mellitus,Diabetic Emergencies,1
HIV Management,HIV/AIDS,1
HIV Management,Hiv Management,1
HIV Management,Infectious Diseases,1
HIV/AIDS,Hiv Management,1
Hiv Management,Infectious Diseases,1
Acute Heart Failure,Cardiology,1
Acute Heart Failure,Emergency Medicine,1
Cardiology,Drug Overdose,1
Drug Overdose,Toxicology,1
Chest CT Interpretation,Chest Ct Interpretation,1
Chest CT Interpretation,Chest Imaging,1
Chest CT Interpretation,Pulmonology,1
Chest Ct Interpretation,Chest Imaging,1
Chest Ct Interpretation,Pulmonology,1
Gynecologic Oncology,Nephrology,1
Gynecologic Oncology,Oncological Emergencies,1
Nephrology,Oncological Emergencies,1
Glomerulonephritis,Rheumatology,1
Acid-Base Balance,Emergency Medicine,1
Acid-Base Disorders,Emergency Medicine,1
Paediatric Emergency,Poisoning,1
Paediatric Emergency,Toxicology,1
Tropical Medicine,Vaccinology,1
Tropical Medicine,Viral Hemorrhagic Fevers,1
Vaccinology,Viral Hemorrhagic Fevers,1
Dermatophytes,Dermatophytosis,1
Culture Media,Fungal Culture Media,1
Culture Media,Fungal culture media,1
Culture Media,Mycology,1
Fungal Culture Media,Fungal culture media,1
Fungal Culture Media,Mycology,1
Fungal culture media,Mycology,1
Bacteriology,Cholera Toxin Mechanism,1
Bacteriology,Cholera toxin mechanism,1
Bacteriology,Toxins,1
Cholera Toxin Mechanism,Cholera toxin mechanism,1
Cholera Toxin Mechanism,Toxins,1
Cholera toxin mechanism,Toxins,1
Lipid Metabolism,Sphingolipidoses,1
Aspergillosis,Infectious Diseases,1
Aspergillosis,Mycology,1
Antibiotic-associated Diarrhea,Bacteriology,1
Antibiotic-associated Diarrhea,Infectious Diseases,1
Endocrinology,Neonatal Hypothyroidism,1
Neonatal Hypothyroidism,Neonatology,1
Epilepsy,Infantile Spasms,1
Infantile Spasms,Neurology,1
Infectious Diseases,Perinatal HIV,1
Infectious Diseases,Perinatal Hiv,1
Duchenne Muscular Dystrophy,Genetic Disorders,1
Duchenne Muscular Dystrophy,Neurology,1
Nerve Fiber Properties,Neurophysiology,1
Nerve Fiber Properties,Peripheral Nerves,1
Body Temperature Regulation,General Physiology,1
Body Temperature Regulation,Thermoregulation In Fever,1
Body Temperature Regulation,Thermoregulation in Fever,1
General Physiology,Thermoregulation In Fever,1
General Physiology,Thermoregulation in Fever,1
Thermoregulation In Fever,Thermoregulation in Fever,1
Hemiballismus,Movement Disorders,1
Hemiballismus,Neurology,1
Adolescent Psychiatry,Bulimia Nervosa,1
Adolescent Psychiatry,Eating Disorders,1
Bulimia Nervosa,Eating Disorders,1
Mental health,Postpartum Psychiatric Disorders,1
Mental health,Postpartum disorders,1
Mental health,Postpartum psychiatric disorders,1
Postpartum Psychiatric Disorders,Postpartum disorders,1
Postpartum Psychiatric Disorders,Postpartum psychiatric disorders,1
Postpartum disorders,Postpartum psychiatric disorders,1
SUBJ:OBG,SUBJ:Psychiatry,1
Imaging Modalities,Imaging modalities,1
Imaging Modalities,Imaging techniques,1
Imaging modalities,Imaging techniques,1
Dehydration,IMNCI,1
Congenital Urinary Anomalies,Congenital urinary anomalies,1
Congenital Urinary Anomalies,Urinary tract anomalies,1
Congenital Urinary Anomalies,Urology,1
Congenital urinary anomalies,Urinary tract anomalies,1
Congenital urinary anomalies,Urology,1
Urinary tract anomalies,Urology,1
Breast & Endocrine Surgery,Parathyroid disorders,1
Low birth weight,Maternal And Child Health,1
Low birth weight,Maternal and child health,1
Maternal And Child Health,Maternal and child health,1
Coagulation monitoring,Trauma,1
General Radiology,Image Interpretation,1
Foreign Body Aspiration,Pulmonology,1
Gynecologic Oncology,Thyroid Pathology,1
Abdomen,Abdominal Emergencies,1
Abdomen,Emergency Surgery,1
Abdominal Emergencies,Emergency Surgery,1
Adverse drug reactions,Anticoagulants,1
Burns & Plastic,Pediatric Surgery,1
Antiemetic Side Effects,Extrapyramidal Symptoms,1
Antiemetics,Extrapyramidal Symptoms,1
Fat Absorption,Vitamins & Nutrition,1
Alcoholism,Oral Mucosal Lesions,1
Alcoholism,Oral Pathology,1
Oral Mucosal Lesions,Oral Pathology,1
Fluoroquinolones,Mechanism of Action,1
Cardiology,Digoxin Toxicity,1
Cardiology,Poisoning,1
Digoxin Toxicity,Poisoning,1
Electrolyte Imbalance,Hyperkalemia,1
Electrolyte Imbalance,Hyperkalemia Management,1
Hyperkalemia,Hyperkalemia Management,1
Endocrinology,Pituitary Hormones,1
Gynecologic Oncology,Venous Drainage,1
Pelvic Anatomy,Venous Drainage,1
Cardiac Arrest,Cardiopulmonary Resuscitation,1
