topic,primary_subject,question_count,years_seen,year_list,recurrence,recent_count,years_since_last,due_for_return,importance_score,priority_band
Pseudo-obstruction,Surgery,2,2,"2012,2014",0.125,0,11,False,9.1,Low
Public Health Administration,Community Medicine,2,2,"2010,2016",0.125,0,9,False,9.1,Low
Pulmonary hypertension,Pharmacology,2,2,"2011,2015",0.125,0,10,False,9.1,Low
Raised Intracranial Pressure,Medicine,2,2,"2013,2015",0.125,0,10,False,9.1,Low
Retinopathy Of Prematurity,Ophthalmology,2,2,"2012,2015",0.125,0,10,False,9.1,Low
Retinopathy of prematurity,Ophthalmology,2,2,"2012,2015",0.125,0,10,False,9.1,Low
Salivary glands,ENT,2,2,"2013,2014",0.125,0,11,False,9.1,Low
Short Bowel Syndrome,Surgery,2,2,"2012,2015",0.125,0,10,False,9.1,Low
Sinus Surgery,ENT,2,2,"2013,2015",0.125,0,10,False,9.1,Low
Skin Signs,Dermatology,2,2,"2013,2015",0.125,0,10,False,9.1,Low
Skin pathology,Pathology,2,2,"2012,2016",0.125,0,9,False,9.1,Low
Social Determinants,Community Medicine,2,2,"2010,2016",0.125,0,9,False,9.1,Low
Somatoform Disorders,Psychiatry,2,2,"2012,2016",0.125,0,9,False,9.1,Low
Spectroscopy,Biochemistry,2,2,"2012,2015",0.125,0,10,False,9.1,Low
Splenic Injury,Surgery,2,2,"2013,2014",0.125,0,11,False,9.1,Low
Systemic vasculitis,Medicine,2,2,"2012,2014",0.125,0,11,False,9.1,Low
Tendons,Anatomy,2,2,"2010,2016",0.125,0,9,False,9.1,Low
Thermal Injuries,Forensic Medicine,2,2,"2012,2016",0.125,0,9,False,9.1,Low
Thoracic Outlet Syndrome,Orthopedics,2,2,"2013,2015",0.125,0,10,False,9.1,Low
Tongue,ENT,2,2,"2013,2014",0.125,0,11,False,9.1,Low
Trachoma,Ophthalmology,2,2,"2013,2014",0.125,0,11,False,9.1,Low
Tyrosine Kinase Inhibitors,Pharmacology,2,2,"2012,2014",0.125,0,11,False,9.1,Low
Urethral Injuries,Surgery,2,2,"2013,2015",0.125,0,10,False,9.1,Low
Urinary Incontinence,OBG,2,2,"2013,2015",0.125,0,10,False,9.1,Low
Uvea,Ophthalmology,2,2,"2012,2016",0.125,0,9,False,9.1,Low
Varicella zoster virus,Microbiology,2,2,"2010,2016",0.125,0,9,False,9.1,Low
Vertebral levels,Anatomy,2,2,"2012,2015",0.125,0,10,False,9.1,Low
Adrenergic Blockers,Pharmacology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Antiviral drugs,Pharmacology,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Arthroplasty,Orthopedics,2,2,"2010,2013",0.125,0,12,False,9.0,Low
Autoimmunity,Medicine,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Biological drugs,Pharmacology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Bronchoscopy,Medicine,2,2,"2010,2014",0.125,0,11,False,9.0,Low
Cell-mediated immunity,Microbiology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Complex Regional Pain Syndrome,Medicine,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Connective tissue diseases,Dermatology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Drug Eruptions,Dermatology,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Dysfunctional uterine bleeding,OBG,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Energy metabolism,Physiology,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Erectile Dysfunction,Pharmacology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Erythema Nodosum,Dermatology,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Fatty Acids,Biochemistry,2,2,"2011,2012",0.125,0,13,False,9.0,Low
HPV,OBG,2,2,"2010,2015",0.125,0,10,False,9.0,Low
Head Injuries,Forensic Medicine,2,2,"2011,2014",0.125,0,11,False,9.0,Low
Hip Arthroplasty,Orthopedics,2,2,"2010,2015",0.125,0,10,False,9.0,Low
Humoral Immunity,Microbiology,2,2,"2011,2012",0.125,0,13,False,9.0,Low
Induction Agents,Anaesthesia,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Juvenile Justice,Forensic Medicine,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Laparoscopic Complications,Surgery,2,2,"2010,2014",0.125,0,11,False,9.0,Low
Lung Mechanics,Physiology,2,2,"2011,2014",0.125,0,11,False,9.0,Low
Macular Disorders,Ophthalmology,2,2,"2011,2013",0.125,0,12,False,9.0,Low
Macular degeneration,Ophthalmology,2,2,"2011,2012",0.125,0,13,False,9.0,Low
Muscular Dystrophies,Pediatrics,2,2,"2010,2014",0.125,0,11,False,9.0,Low
Neuro-otology,ENT,2,2,"2010,2013",0.125,0,12,False,9.0,Low
Pain Syndromes,Medicine,2,2,"2011,2014",0.125,0,11,False,9.0,Low
Pathophysiology,Medicine,2,2,"2011,2012",0.125,0,13,False,9.0,Low
Pesticide poisoning,Forensic Medicine,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Polycystic Ovarian Syndrome,OBG,2,2,"2010,2013",0.125,0,12,False,9.0,Low
Primary immunodeficiency,Pathology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Proctology,Surgery,2,2,"2010,2013",0.125,0,12,False,9.0,Low
Pupil Disorders,Ophthalmology,2,2,"2011,2012",0.125,0,13,False,9.0,Low
Regional anesthesia,Anaesthesia,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Splenectomy,Surgery,2,2,"2010,2014",0.125,0,11,False,9.0,Low
Tuberous Sclerosis,Pediatrics,2,2,"2010,2014",0.125,0,11,False,9.0,Low
Varicella Zoster Virus,Microbiology,2,2,"2010,2014",0.125,0,11,False,9.0,Low
Vibrio Cholerae,Microbiology,2,2,"2010,2015",0.125,0,10,False,9.0,Low
Vibrio cholerae,Microbiology,2,2,"2010,2015",0.125,0,10,False,9.0,Low
Vitreous disorders,Ophthalmology,2,2,"2012,2013",0.125,0,12,False,9.0,Low
Anaesthetic Drugs,Anaesthesia,2,2,"2010,2012",0.125,0,13,False,8.9,Low
Behavioral therapy,Psychiatry,2,2,"2010,2012",0.125,0,13,False,8.9,Low
Diagnostic Test Evaluation,Community Medicine,2,2,"2010,2011",0.125,0,14,False,8.9,Low
Undescended Testis,Surgery,2,2,"2010,2011",0.125,0,14,False,8.9,Low
Urological Oncology,Surgery,2,2,"2010,2011",0.125,0,14,False,8.9,Low
Health Care Of The Community In India,Community Medicine,2,1,2023,0.062,0,2,False,7.9,Low
"Neurotic, Stress-Related And Somatoform Disorders",Psychiatry,2,1,2023,0.062,0,2,False,7.9,Low
Vitarmins,Biochemistry,2,1,2023,0.062,0,2,False,7.9,Low
Alkaptonuria,Pathology,2,1,2021,0.062,0,4,False,7.8,Low
Allied Health Disciplines,Community Medicine,2,1,2022,0.062,0,3,False,7.8,Low
Biliary Stones,Surgery,2,1,2021,0.062,0,4,False,7.8,Low
Cellular Aging,Pathology,2,1,2022,0.062,0,3,False,7.8,Low
Chemotherapy Of Specific Microbial Diseases,Pharmacology,2,1,2022,0.062,0,3,False,7.8,Low
Coagulation monitoring,Surgery,2,1,2022,0.062,0,3,False,7.8,Low
Fundoscopy,Ophthalmology,2,1,2022,0.062,0,3,False,7.8,Low
Gestational Age Calculation,Surgery,2,1,2021,0.062,0,4,False,7.8,Low
Health Services Evaluation,Community Medicine,2,1,2021,0.062,0,4,False,7.8,Low
Lead poisoning,Biochemistry,2,1,2022,0.062,0,3,False,7.8,Low
Maternal Health Indicators,Community Medicine,2,1,2021,0.062,0,4,False,7.8,Low
Musculoskeletal Disorders In Children,Pediatrics,2,1,2022,0.062,0,3,False,7.8,Low
Mutation,Biochemistry,2,1,2022,0.062,0,3,False,7.8,Low
Oxygen Delivery Systems,Anaesthesia,2,1,2022,0.062,0,3,False,7.8,Low
Varicella-Zoster Virus,Surgery,2,1,2021,0.062,0,4,False,7.8,Low
Cervical Cancer Screening,OBG,2,1,2020,0.062,0,5,False,7.7,Low
Claudication,Medicine,2,1,2020,0.062,0,5,False,7.7,Low
Demyelinating Diseases,Physiology,2,1,2020,0.062,0,5,False,7.7,Low
Gametogenesis,Physiology,2,1,2020,0.062,0,5,False,7.7,Low
Hepcidin,Biochemistry,2,1,2020,0.062,0,5,False,7.7,Low
Liver failure,Medicine,2,1,2020,0.062,0,5,False,7.7,Low
Macrocytic Anemia,Medicine,2,1,2020,0.062,0,5,False,7.7,Low
Mental Healthcare Act,Psychiatry,2,1,2020,0.062,0,5,False,7.7,Low
Oral and Maxillofacial Surgery,Surgery,2,1,2020,0.062,0,5,False,7.7,Low
Perineal tear,OBG,2,1,2020,0.062,0,5,False,7.7,Low
Prolactin,Physiology,2,1,2020,0.062,0,5,False,7.7,Low
Sexual Assault Examination,Forensic Medicine,2,1,2020,0.062,0,5,False,7.7,Low
Supraventricular Tachycardia,Medicine,2,1,2020,0.062,0,5,False,7.7,Low
Vision 2020,Community Medicine,2,1,2020,0.062,0,5,False,7.7,Low
Waterborne diseases,Community Medicine,2,1,2020,0.062,0,5,False,7.7,Low
ANCA vasculitis,Medicine,2,1,2019,0.062,0,6,False,7.6,Low
Antigout Drugs,Pharmacology,2,1,2019,0.062,0,6,False,7.6,Low
Basic Surgical Skills,Surgery,2,1,2019,0.062,0,6,False,7.6,Low
Catecholamine Synthesis,Biochemistry,2,1,2019,0.062,0,6,False,7.6,Low
Cochlear implant,ENT,2,1,2019,0.062,0,6,False,7.6,Low
Congenital CNS malformations,Anatomy,2,1,2019,0.062,0,6,False,7.6,Low
Congenital brain malformations,Radiology,2,1,2019,0.062,0,6,False,7.6,Low
Criminal law,Forensic Medicine,2,1,2019,0.062,0,6,False,7.6,Low
Depth of Anaesthesia,Anaesthesia,2,1,2019,0.062,0,6,False,7.6,Low
Dermatomes,Anatomy,2,1,2019,0.062,0,6,False,7.6,Low
Epidemiological Indicators,Community Medicine,2,1,2019,0.062,0,6,False,7.6,Low
Esophageal Ulcers,Medicine,2,1,2019,0.062,0,6,False,7.6,Low
External cephalic version,OBG,2,1,2019,0.062,0,6,False,7.6,Low
Fetal Head Diameters,OBG,2,1,2019,0.062,0,6,False,7.6,Low
Hair disorders,Dermatology,2,1,2019,0.062,0,6,False,7.6,Low
Liver anatomy,Anatomy,2,1,2019,0.062,0,6,False,7.6,Low
Medical Devices,Anaesthesia,2,1,2019,0.062,0,6,False,7.6,Low
Nerve Conduction,Physiology,2,1,2019,0.062,0,6,False,7.6,Low
Ocular surface lesions,Ophthalmology,2,1,2019,0.062,0,6,False,7.6,Low
Ovarian Reserve Assessment,OBG,2,1,2019,0.062,0,6,False,7.6,Low
Patent Ductus Arteriosus,Pediatrics,2,1,2019,0.062,0,6,False,7.6,Low
Surgical knots,Surgery,2,1,2019,0.062,0,6,False,7.6,Low
Action potentials,Physiology,2,1,2018,0.062,0,7,False,7.5,Low
Anticoagulant therapy,Pharmacology,2,1,2018,0.062,0,7,False,7.5,Low
Benign Uterine Disorders,OBG,2,1,2018,0.062,0,7,False,7.5,Low
Benign uterine disorders,OBG,2,1,2018,0.062,0,7,False,7.5,Low
Cardiac arrest,Medicine,2,1,2018,0.062,0,7,False,7.5,Low
Diabetic Ketoacidosis (DKA),Pediatrics,2,1,2018,0.062,0,7,False,7.5,Low
Diabetic Ketoacidosis (Dka),Pediatrics,2,1,2018,0.062,0,7,False,7.5,Low
Gynecologic imaging,Radiology,2,1,2017,0.062,0,8,False,7.5,Low
HIV-associated dermatoses,Dermatology,2,1,2018,0.062,0,7,False,7.5,Low
Jugular Venous Pulse,Physiology,2,1,2018,0.062,0,7,False,7.5,Low
Pelvic Surgery,OBG,2,1,2018,0.062,0,7,False,7.5,Low
Pessary,OBG,2,1,2018,0.062,0,7,False,7.5,Low
Psychiatric Terminology,Psychiatry,2,1,2018,0.062,0,7,False,7.5,Low
Stroke syndromes,Anatomy,2,1,2018,0.062,0,7,False,7.5,Low
Ventilation-Perfusion,Physiology,2,1,2018,0.062,0,7,False,7.5,Low
Alzheimer disease,Medicine,2,1,2016,0.062,0,9,False,7.4,Low
Biliary surgery,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Bohr Effect,Physiology,2,1,2016,0.062,0,9,False,7.4,Low
Bone imaging,Radiology,2,1,2016,0.062,0,9,False,7.4,Low
CSOM,ENT,2,1,2016,0.062,0,9,False,7.4,Low
Cytoskeleton,Biochemistry,2,1,2016,0.062,0,9,False,7.4,Low
Damage Control Surgery,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Dopamine antagonists,Pharmacology,2,1,2016,0.062,0,9,False,7.4,Low
Duct ectasia,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Enchondroma,Orthopedics,2,1,2016,0.062,0,9,False,7.4,Low
Epidemic Investigation,Community Medicine,2,1,2016,0.062,0,9,False,7.4,Low
First Trimester,OBG,2,1,2016,0.062,0,9,False,7.4,Low
Horizontal Gene Transfer,Microbiology,2,1,2016,0.062,0,9,False,7.4,Low
Insulin Resistance,Medicine,2,1,2016,0.062,0,9,False,7.4,Low
Laryngeal Nerve Palsy,ENT,2,1,2016,0.062,0,9,False,7.4,Low
Laryngeal cancer,ENT,2,1,2016,0.062,0,9,False,7.4,Low
Macrolides,Pharmacology,2,1,2016,0.062,0,9,False,7.4,Low
Mastoidectomy,ENT,2,1,2016,0.062,0,9,False,7.4,Low
Medical Management,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Mumps,Community Medicine,2,1,2016,0.062,0,9,False,7.4,Low
Neonatal examination,Orthopedics,2,1,2016,0.062,0,9,False,7.4,Low
Neurocutaneous Disorders,Pathology,2,1,2016,0.062,0,9,False,7.4,Low
Occupational lung disease,Pathology,2,1,2016,0.062,0,9,False,7.4,Low
Oral hypoglycemic agents,Pharmacology,2,1,2016,0.062,0,9,False,7.4,Low
Palate,Anatomy,2,1,2016,0.062,0,9,False,7.4,Low
Parapharyngeal abscess,ENT,2,1,2016,0.062,0,9,False,7.4,Low
Pediatric Emergency,Pediatrics,2,1,2016,0.062,0,9,False,7.4,Low
Pituitary Adenoma,Medicine,2,1,2016,0.062,0,9,False,7.4,Low
Placental Hormones,OBG,2,1,2016,0.062,0,9,False,7.4,Low
Polycystic Ovary Syndrome,OBG,2,1,2016,0.062,0,9,False,7.4,Low
Salivary Gland Imaging,Radiology,2,1,2016,0.062,0,9,False,7.4,Low
Salivary gland imaging,Radiology,2,1,2016,0.062,0,9,False,7.4,Low
Scrotal Swelling,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Scrotal swelling,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Standardization,Community Medicine,2,1,2016,0.062,0,9,False,7.4,Low
Sulfonylureas,Pharmacology,2,1,2016,0.062,0,9,False,7.4,Low
Upper GI Surgery,Surgery,2,1,2016,0.062,0,9,False,7.4,Low
Visual Acuity,Ophthalmology,2,1,2016,0.062,0,9,False,7.4,Low
Visual acuity,Ophthalmology,2,1,2016,0.062,0,9,False,7.4,Low
Vitamin A,Pharmacology,2,1,2016,0.062,0,9,False,7.4,Low
Waste disposal,Community Medicine,2,1,2016,0.062,0,9,False,7.4,Low
ACE inhibitors,Pharmacology,2,1,2015,0.062,0,10,False,7.3,Low
Ace Inhibitors,Pharmacology,2,1,2015,0.062,0,10,False,7.3,Low
Adrenergic Pharmacology,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Adrenergic pharmacology,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Adverse Drug Effects,Pharmacology,2,1,2015,0.062,0,10,False,7.3,Low
Alveolar Gas Equation,Physiology,2,1,2015,0.062,0,10,False,7.3,Low
Anti-tubercular drugs,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Antibiotic sources,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Anticholinergic Drugs,Pharmacology,2,1,2015,0.062,0,10,False,7.3,Low
Anticholinergic drugs,Pharmacology,2,1,2015,0.062,0,10,False,7.3,Low
Aseptic meningitis,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Aspiration Pneumonia,Microbiology,2,1,2015,0.062,0,10,False,7.3,Low
Autoantibodies,Pathology,2,1,2014,0.062,0,11,False,7.3,Low
Babesiosis,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Beta hCG,OBG,2,1,2014,0.062,0,11,False,7.3,Low
Biomarkers,Pathology,2,1,2014,0.062,0,11,False,7.3,Low
Biomedical Waste,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Blinding,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Body Surface Area,Surgery,2,1,2014,0.062,0,11,False,7.3,Low
CT Physics,Radiology,2,1,2014,0.062,0,11,False,7.3,Low
CT scan,Radiology,2,1,2015,0.062,0,10,False,7.3,Low
Calcium Homeostasis,Physiology,2,1,2015,0.062,0,10,False,7.3,Low
Calcium metabolism,Biochemistry,2,1,2015,0.062,0,10,False,7.3,Low
Caldwell-Luc,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Caldwell-Luc Surgery,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Caldwell-Luc surgery,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Campylobacter jejuni,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Carbon Monoxide Poisoning,Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Cardiac Anatomy,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Cervical vertebrae,Anatomy,2,1,2014,0.062,0,11,False,7.3,Low
Chemical Bonds,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Chest,Radiology,2,1,2014,0.062,0,11,False,7.3,Low
Clinical Specimen Collection,Microbiology,2,1,2015,0.062,0,10,False,7.3,Low
Clinical Tests,Orthopedics,2,1,2015,0.062,0,10,False,7.3,Low
Coagulation cascade,Physiology,2,1,2014,0.062,0,11,False,7.3,Low
Coeliac Trunk,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Colon,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Conduction abnormalities,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Csf Leak,Radiology,2,1,2015,0.062,0,10,False,7.3,Low
Ct Physics,Radiology,2,1,2014,0.062,0,11,False,7.3,Low
Cubital Fossa,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
DNA viruses,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
DVT risk factors,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Delusional Disorder,Psychiatry,2,1,2014,0.062,0,11,False,7.3,Low
Dermatological Pharmacology,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Dermatological pharmacology,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Dysphagia,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Electromyography,Physiology,2,1,2015,0.062,0,10,False,7.3,Low
Fetal Viability,Forensic Medicine,2,1,2014,0.062,0,11,False,7.3,Low
First trimester,OBG,2,1,2014,0.062,0,11,False,7.3,Low
Fistula In Ano,Surgery,2,1,2014,0.062,0,11,False,7.3,Low
Fistula in ano,Surgery,2,1,2014,0.062,0,11,False,7.3,Low
Foot anatomy,Anatomy,2,1,2014,0.062,0,11,False,7.3,Low
Foot drop,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Gangliosidoses,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Gas exchange,Physiology,2,1,2015,0.062,0,10,False,7.3,Low
Health policy,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Heparin-Induced Thrombocytopenia,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Heparin-induced thrombocytopenia,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Hepatobiliary,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Hepatobiliary Pathology,Pathology,2,1,2015,0.062,0,10,False,7.3,Low
Hepatobiliary anatomy,Anatomy,2,1,2014,0.062,0,11,False,7.3,Low
Hepatobiliary pathology,Pathology,2,1,2015,0.062,0,10,False,7.3,Low
Homicide,Forensic Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Horner Syndrome,Ophthalmology,2,1,2015,0.062,0,10,False,7.3,Low
Hydatid cyst,Surgery,2,1,2014,0.062,0,11,False,7.3,Low
IQ classification,Psychiatry,2,1,2015,0.062,0,10,False,7.3,Low
Infant Mortality Rate,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Inguinal canal,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Insulin Therapy,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Intermediate Filaments,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Inverted Papilloma,ENT,2,1,2014,0.062,0,11,False,7.3,Low
Ion channels,Physiology,2,1,2015,0.062,0,10,False,7.3,Low
Iron metabolism,Pathology,2,1,2015,0.062,0,10,False,7.3,Low
Kallmann Syndrome,Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Karyotyping,Pathology,2,1,2015,0.062,0,10,False,7.3,Low
Kawasaki Disease,Pediatrics,2,1,2015,0.062,0,10,False,7.3,Low
Kayser-Fleischer ring,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Keratoderma,Dermatology,2,1,2014,0.062,0,11,False,7.3,Low
Lacrimal system disorders,Ophthalmology,2,1,2014,0.062,0,11,False,7.3,Low
Lighting,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Lipid Transport,Biochemistry,2,1,2015,0.062,0,10,False,7.3,Low
MRI Safety,Radiology,2,1,2015,0.062,0,10,False,7.3,Low
Manner Of Death,Forensic Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Manner of death,Forensic Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Medical Law,Forensic Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Meniere'S Disease,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Meniere's disease,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Mental State Examination,Psychiatry,2,1,2014,0.062,0,11,False,7.3,Low
Mesenteries,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Methemoglobinemia,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Micronutrient Deficiency,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Micronutrient deficiency,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Milestones,Pediatrics,2,1,2015,0.062,0,10,False,7.3,Low
Molecular chaperones,Biochemistry,2,1,2015,0.062,0,10,False,7.3,Low
Mri Safety,Radiology,2,1,2015,0.062,0,10,False,7.3,Low
Muscles Of The Head And Neck,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Muscles of the head and neck,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
NMDA receptors,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Nail disease,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Nasal Polyposis,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Neonatal care,Pediatrics,2,1,2014,0.062,0,11,False,7.3,Low
Nerve Supply,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Obstructive Sleep Apnea,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Ophthalmic biomaterials,Ophthalmology,2,1,2015,0.062,0,10,False,7.3,Low
Optic Neuropathy,Ophthalmology,2,1,2014,0.062,0,11,False,7.3,Low
Oropharyngeal carcinoma,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Ototoxicity,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Oxygen Toxicity,Physiology,2,1,2014,0.062,0,11,False,7.3,Low
PCOS,OBG,2,1,2014,0.062,0,11,False,7.3,Low
PQLI,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Paget Disease,Pathology,2,1,2015,0.062,0,10,False,7.3,Low
Parotid Gland,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Pelvic Vasculature,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Perception Disorders,Psychiatry,2,1,2014,0.062,0,11,False,7.3,Low
Pharmacokinetics Principles,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Pharmacokinetics principles,Pharmacology,2,1,2014,0.062,0,11,False,7.3,Low
Pneumocystis Pneumonia,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Pneumocystis pneumonia,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
Polio Eradication,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Primordial Prevention,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Protein digestion,Biochemistry,2,1,2015,0.062,0,10,False,7.3,Low
Protein structure,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
Prozone phenomenon,Pathology,2,1,2015,0.062,0,10,False,7.3,Low
Psychology,Psychiatry,2,1,2015,0.062,0,10,False,7.3,Low
Pupillary Reflex,Ophthalmology,2,1,2015,0.062,0,10,False,7.3,Low
Purine Biosynthesis,Biochemistry,2,1,2014,0.062,0,11,False,7.3,Low
RNA viruses,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
RNTCP,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Refractive index,Ophthalmology,2,1,2014,0.062,0,11,False,7.3,Low
Regional Anatomy,Anatomy,2,1,2014,0.062,0,11,False,7.3,Low
Rhabdomyolysis,Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Risk groups,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Rubella,Microbiology,2,1,2014,0.062,0,11,False,7.3,Low
STDs,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Selection Bias,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Specific Signs,ENT,2,1,2014,0.062,0,11,False,7.3,Low
Spinal anesthesia,Anaesthesia,2,1,2015,0.062,0,10,False,7.3,Low
Staphylococci,Microbiology,2,1,2015,0.062,0,10,False,7.3,Low
Transplant Surgery,Surgery,2,1,2015,0.062,0,10,False,7.3,Low
Travel Medicine,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Trigeminal Neuralgia,Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Tuberculosis control,Community Medicine,2,1,2014,0.062,0,11,False,7.3,Low
Ulcerative colitis,Pathology,2,1,2014,0.062,0,11,False,7.3,Low
Universal Precautions,Community Medicine,2,1,2015,0.062,0,10,False,7.3,Low
Uterine artery,Anatomy,2,1,2015,0.062,0,10,False,7.3,Low
Vasomotor Rhinitis,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Vasomotor rhinitis,ENT,2,1,2015,0.062,0,10,False,7.3,Low
Viscosity,Physiology,2,1,2015,0.062,0,10,False,7.3,Low
Vitamin B12,Pediatrics,2,1,2014,0.062,0,11,False,7.3,Low
Xerophthalmia,Ophthalmology,2,1,2014,0.062,0,11,False,7.3,Low
Acute Leukemias,Pathology,2,1,2013,0.062,0,12,False,7.2,Low
Acute Suppurative Otitis Media,ENT,2,1,2013,0.062,0,12,False,7.2,Low
Acute leukemias,Pathology,2,1,2013,0.062,0,12,False,7.2,Low
Ankle,Anatomy,2,1,2013,0.062,0,12,False,7.2,Low
Antimicrobial susceptibility testing,Microbiology,2,1,2013,0.062,0,12,False,7.2,Low
Bacillus anthracis,Microbiology,2,1,2013,0.062,0,12,False,7.2,Low
Balanced Anaesthesia,Anaesthesia,2,1,2013,0.062,0,12,False,7.2,Low
Behçet'S Syndrome,Dermatology,2,1,2013,0.062,0,12,False,7.2,Low
Behçet's syndrome,Dermatology,2,1,2013,0.062,0,12,False,7.2,Low
Body Fluid Balance,Physiology,2,1,2013,0.062,0,12,False,7.2,Low
Bone Metastasis,Orthopedics,2,1,2013,0.062,0,12,False,7.2,Low
